11	3
11	3
38	2
28	5
23	4
5	4
22	5
22	0
18	5
13	5
31	0
27	3
5	4
11	3
35	5
18	5
18	1
15	0
6	5
26	0
23	0
30	1
30	4
8	2
13	1
0	4
26	0
0	0
26	5
